Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r,,,,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
28.471,0.012685311,0.00116912,-0.001484848,0.635597684,0.072419826,0.012567434,9.30E-05,0.002108801,0.72777489,0.040354514,,,,-0.01,-0.03,1.01,-0.78,-1.55,-0.32,0.06,0.93,-18.8,3.73
28.487,0.012581152,0.000820606,-0.001238719,0.626960295,0.052748848,0.01218301,-0.000171582,0.002237324,0.699335872,0.032872845,,,,-0.02,-0.03,1.01,-1.23,-1.44,-0.33,0.06,0.94,-19.39,3.81
28.503,0.012412524,0.000411663,-0.001003619,0.617380942,0.028851142,0.011738043,-0.000440175,0.002379335,0.670549985,0.023320854,,,,-0.02,-0.03,1.01,-1.12,-1.66,-0.33,0.06,0.93,-19.27,3.72
28.519,0.01220989,-1.76E-05,-0.000805768,0.608124912,0.00296594,0.011271101,-0.00068892,0.002507789,0.643829771,0.013099597,,,,-0.02,-0.04,1.01,-1.01,-2.21,-0.32,0.05,0.93,-18.92,3.25
28.535,0.012002987,-0.000430248,-0.000669022,0.600382731,-0.022659335,0.010824711,-0.000895804,0.002596642,0.621601316,0.003603852,,,,-0.02,-0.03,1.02,-1.23,-1.54,-0.34,0.07,0.94,-19.99,4.18
28.551,0.01181749,-0.000795532,-0.00061251,0.59515183,-0.045965359,0.010440761,-0.001042702,0.002623744,0.606062363,-0.003917713,,,,-0.02,-0.03,1.01,-1.12,-1.88,-0.33,0.05,0.93,-19.16,3.36
28.567,0.011672534,-0.001090509,-0.000648679,0.593147357,-0.065251258,0.010155786,-0.0011171,0.002573312,0.598947883,-0.008485753,,,,-0.02,-0.04,1.01,-0.9,-2.1,-0.33,0.06,0.93,-19.39,3.72
28.584,0.011579345,-0.001301066,-0.000781966,0.594748626,-0.079303296,0.009996715,-0.001113346,0.002437787,0.601330279,-0.009487073,,,,-0.02,-0.03,1.01,-1.12,-1.78,-0.34,0.06,0.93,-19.87,3.59
28.6,0.011541075,-0.001421862,-0.001008192,0.599982811,-0.087471622,0.009977614,-0.001033312,0.002218906,0.613480755,-0.006736658,,,,-0.02,-0.03,1.02,-1.23,-1.86,-0.35,0.06,0.95,-20.58,3.76
28.616,0.011553749,-0.001455509,-0.001314758,0.608543843,-0.08969064,0.010097915,-0.000886373,0.001927848,0.634814191,-0.000498034,,,,-0.02,-0.03,1.01,-1.12,-1.89,-0.33,0.05,0.93,-19.27,3.36
28.632,0.011608085,-0.001411201,-0.001681646,0.619841501,-0.086444504,0.010342414,-0.000688621,0.001584333,0.663930072,0.0085429,,,,-0.01,-0.03,1.01,-0.78,-1.78,-0.33,0.05,0.93,-19.16,3.37
28.648,0.011691856,-0.001303036,-0.002083157,0.633072676,-0.078684331,0.010683048,-0.000461273,0.001214714,0.698746232,0.019352283,,,,-0.02,-0.03,1.02,-1.12,-1.75,-0.34,0.06,0.94,-19.75,3.69
28.664,0.011792325,-0.001148257,-0.002490239,0.647303971,-0.06770721,0.011082185,-0.000228327,0.000849237,0.736705393,0.030667711,,,,-0.01,-0.03,1,-0.78,-1.79,-0.32,0.06,0.92,-18.56,3.54
28.68,0.011898351,-0.000965552,-0.002873127,0.661553787,-0.055009026,0.011496922,-1.37E-05,0.000518818,0.775023942,0.041152299,,,,-0.01,-0.04,1,-0.67,-2.01,-0.33,0.06,0.93,-19.39,3.74
28.696,0.012001817,-0.00077347,-0.003203971,0.67486389,-0.042123961,0.011883825,0.000161807,0.00025177,0.810950366,0.0495656,,,,-0.02,-0.03,1.02,-1.34,-1.75,-0.34,0.07,0.94,-19.63,4.03
28.712,0.01209818,-0.000588996,-0.003459128,0.68635469,-0.030464171,0.01220353,0.000283171,7.09E-05,0.842004973,0.054928332,,,,-0.02,-0.03,1,-1.01,-1.57,-0.32,0.06,0.91,-18.8,3.92
28.728,0.01218616,-0.000426299,-0.003620888,0.695263407,-0.021174186,0.012424723,0.000343129,-8.72E-06,0.866178888,0.056656888,,,,-0.01,-0.03,1.01,-0.78,-1.67,-0.33,0.06,0.93,-19.16,3.97
28.744,0.012266708,-0.000295742,-0.0036785,0.700967746,-0.01501531,0.012527067,0.000343106,1.92E-05,0.882076123,0.054647619,,,,-0.02,-0.03,1.01,-1.01,-1.44,-0.32,0.06,0.93,-18.8,3.84
28.76,0.012341541,-0.000203246,-0.003628495,0.702998932,-0.012293646,0.012502763,0.000293057,0.000151829,0.888988331,0.049299321,,,,-0.02,-0.03,1,-1.01,-1.67,-0.32,0.06,0.93,-18.92,3.62
28.776,0.012411562,-0.0001501,-0.00347433,0.701048382,-0.012840457,0.012356611,0.000210251,0.000378481,0.886900062,0.041472822,,,,-0.02,-0.03,1.01,-1.01,-1.88,-0.34,0.06,0.93,-19.63,3.59
28.792,0.012475543,-0.000133234,-0.003225483,0.694973199,-0.01604645,0.012104676,0.000117194,0.000681979,0.876433482,0.032395865,,,,-0.03,-0.03,1.02,-1.45,-1.65,-0.34,0.06,0.94,-19.87,3.68
28.808,0.012529419,-0.000145931,-0.002896218,0.68480597,-0.020944497,0.01177195,3.89E-05,0.001040783,0.858751511,0.023527533,,,,-0.02,-0.03,1.01,-1.01,-1.67,-0.34,0.06,0.94,-19.63,3.7
28.824,0.012566415,-0.000178889,-0.002504253,0.670772396,-0.026330154,0.011389531,-1.26E-07,0.00143093,0.835441705,0.01639876,,,,-0.02,-0.03,1.01,-1.23,-1.67,-0.33,0.06,0.93,-19.04,3.73
28.84,0.012578034,-0.000221492,-0.002069574,0.653315437,-0.030906084,0.010991786,2.10E-05,0.001827698,0.808397645,0.012445801,,,,-0.01,-0.04,1.01,-0.56,-2.11,-0.33,0.05,0.92,-19.04,3.27
28.856,0.012555716,-0.000263124,-0.00161349,0.633118739,-0.033434162,0.010613795,0.000116859,0.002206877,0.779704444,0.012853215,,,,-0.02,-0.03,1.02,-1.23,-1.87,-0.34,0.06,0.95,-19.75,3.9
28.872,0.012492803,-0.000294334,-0.001157946,0.611118216,-0.032877983,0.010289188,0.000293954,0.002545691,0.751527606,0.0184223,,,,-0.02,-0.03,1.01,-1.34,-1.77,-0.34,0.05,0.93,-19.63,3.36
28.888,0.01238639,-0.000307755,-0.000724989,0.588490607,-0.028519911,0.010048361,0.00054969,0.002823498,0.72600257,0.029478967,,,,-0.01,-0.03,1,-0.56,-1.9,-0.32,0.05,0.92,-18.8,3.29
28.905,0.012238709,-0.000298709,-0.000336229,0.566610492,-0.020040912,0.009917014,0.000872818,0.003022412,0.705123092,0.045831489,,,,-0.01,-0.03,1.01,-0.78,-1.88,-0.33,0.06,0.93,-19.27,3.47
28.921,0.012057724,-0.000265522,-1.21E-05,0.546971397,-0.007556566,0.009914875,0.001244919,0.003128015,0.690627932,0.066782906,,,,-0.02,-0.03,1.02,-1.34,-1.54,-0.34,0.07,0.94,-20.11,4.05
28.937,0.011856805,-0.00020955,0.000229224,0.531072923,0.008392706,0.010054558,0.001642745,0.00313023,0.68388835,0.09119527,,,,-0.02,-0.04,1,-1.34,-2.12,-0.33,0.06,0.93,-19.04,3.5
28.953,0.011653495,-0.000134902,0.000373237,0.520284459,0.026895403,0.010340556,0.002040954,0.003024332,0.685803876,0.11759526,,,,-0.02,-0.03,1.01,-1.34,-1.88,-0.34,0.07,0.93,-19.63,4.2
28.969,0.011467572,-4.79E-05,0.000410708,0.515703714,0.046761399,0.010768552,0.002414752,0.002811909,0.696717919,0.144306223,,,,-0.02,-0.03,1.02,-1.34,-1.43,-0.34,0.06,0.94,-19.99,3.57
28.985,0.011318743,4.40E-05,0.000339188,0.518031103,0.066644056,0.011325216,0.002742085,0.002501544,0.716365921,0.169591852,,,,-0.02,-0.03,1.02,-1.34,-1.76,-0.33,0.06,0.93,-19.27,3.71
29.001,0.011224313,0.000132925,0.000164041,0.527478747,0.085178936,0.011988657,0.003005229,0.00210898,0.743867265,0.191799818,,,,-0.03,-0.03,1.03,-1.57,-1.64,-0.34,0.06,0.95,-20.11,3.75
29.017,0.011197161,0.00021181,-0.000101399,0.543727589,0.101123603,0.012729575,0.003191759,0.001656542,0.777768158,0.209496968,,,,-0.02,-0.03,1.01,-1.34,-1.55,-0.33,0.06,0.93,-19.39,3.74
29.033,0.011244299,0.000275384,-0.000436762,0.565939352,0.11348302,0.013513053,0.003295019,0.00117171,0.81613619,0.221588928,,,,-0.02,-0.03,1.01,-1.23,-1.67,-0.32,0.06,0.93,-18.92,3.85
29.049,0.011366157,0.000320709,-0.000816637,0.592822229,0.121606932,0.014300818,0.003314179,0.000684936,0.856699761,0.227416215,,,,-0.02,-0.03,1.01,-1.01,-1.44,-0.34,0.06,0.93,-19.63,3.85
29.065,0.01155661,0.000347531,-0.001213271,0.622741358,0.125248369,0.015053817,0.003253978,0.000226961,0.897019964,0.226817741,,,,-0.02,-0.03,1.01,-1.23,-1.44,-0.34,0.06,0.93,-19.87,3.95
29.081,0.011803673,0.00035824,-0.001599507,0.653859531,0.12457608,0.015734924,0.003124192,-0.000173969,0.934680409,0.220152313,,,,-0.02,-0.03,1.01,-1.01,-1.45,-0.33,0.07,0.92,-19.27,4.36
29.097,0.012090714,0.000357492,-0.001951467,0.684291311,0.120138864,0.016311641,0.002938806,-0.00049456,0.967479723,0.208270882,,,,-0.02,-0.03,1,-0.9,-1.67,-0.32,0.06,0.93,-18.92,3.85
29.113,0.012398024,0.000351583,-0.002250593,0.712254598,0.112786585,0.016758556,0.002714887,-0.000718305,0.993609084,0.192437747,,,,-0.02,-0.03,1.01,-1.23,-1.55,-0.32,0.06,0.93,-18.92,3.61
29.129,0.012704607,0.00034766,-0.002484777,0.736206205,0.103559934,0.017059252,0.002471199,-0.000836485,1.011794446,0.174207481,,,,-0.02,-0.04,1.01,-1.12,-2.11,-0.33,0.06,0.93,-19.04,3.62
29.145,0.012989987,0.000352939,-0.002648526,0.754951288,0.09356669,0.017207381,0.002226651,-0.000848342,1.02138516,0.155273222,,,,-0.02,-0.03,1.01,-0.9,-1.89,-0.33,0.06,0.93,-19.27,3.6
29.161,0.013235888,0.000374047,-0.002742267,0.767719121,0.083864016,0.017206757,0.001998784,-0.000760515,1.022379009,0.137306968,,,,-0.01,-0.03,1.02,-0.67,-1.65,-0.33,0.06,0.93,-19.39,3.73
29.177,0.013427577,0.00041656,-0.002771086,0.774199869,0.075363278,0.017070533,0.00180246,-0.000585912,1.01538488,0.121812289,,,,-0.02,-0.03,1.01,-1.23,-1.88,-0.33,0.05,0.93,-19.39,3.37
29.193,0.013554736,0.000484739,-0.0027432,0.774539744,0.068767155,0.016819617,0.001648946,-0.000342207,1.001533039,0.110005834,,,,-0.02,-0.03,1.01,-1.12,-1.77,-0.33,0.06,0.94,-19.51,3.58
29.209,0.013611759,0.000581371,-0.002668425,0.769296275,0.064541241,0.016480521,0.001545492,-5.01E-05,0.982346761,0.102738391,,,,-0.01,-0.03,1.01,-0.78,-1.67,-0.32,0.06,0.92,-18.8,3.64
29.225,0.013597503,0.000707656,-0.002556817,0.759359815,0.062916119,0.016082849,0.001495412,0.000268262,0.959588806,0.100459927,,,,-0.02,-0.03,1.01,-0.9,-1.67,-0.33,0.06,0.93,-19.04,3.59
29.241,0.013514608,0.000863063,-0.002417569,0.745850681,0.063911651,0.015656603,0.00149857,0.000591322,0.935095549,0.10322638,,,,-0.03,-0.03,1.01,-1.45,-1.43,-0.34,0.07,0.94,-19.87,4.04
29.257,0.013368603,0.001045158,-0.002258217,0.730003803,0.067373215,0.015229604,0.001552078,0.000899334,0.910613731,0.110740617,,,,-0.02,-0.03,1.01,-1.12,-1.88,-0.33,0.05,0.92,-19.51,3.39
29.273,0.013167038,0.001249409,-0.002084229,0.713054811,0.073010298,0.014825334,0.001651067,0.001175854,0.88765892,0.122417192,,,,-0.02,-0.03,1.02,-1.23,-1.54,-0.34,0.06,0.94,-19.99,3.8
29.289,0.01291885,0.001469023,-0.001899047,0.696141543,0.080430711,0.014461544,0.001789409,0.001408661,0.867416073,0.137460594,,,,-0.02,-0.03,1.02,-1.34,-1.54,-0.34,0.06,0.94,-19.99,3.7
29.305,0.012634043,0.001694901,-0.001704636,0.680231739,0.089167493,0.014149799,0.00196039,0.001590229,0.850696754,0.154947978,,,,-0.02,-0.03,1.01,-1.12,-1.88,-0.33,0.06,0.93,-19.27,3.85
29.321,0.012323623,0.001915786,-0.001502461,0.666082369,0.098699271,0.013895994,0.002157275,0.001717635,0.837955156,0.173908731,,,,-0.02,-0.03,1,-1.23,-1.56,-0.33,0.06,0.93,-19.16,3.74
29.337,0.011999684,0.002118716,-0.001294701,0.65423037,0.108468031,0.013701618,0.002373773,0.001791914,0.829350709,0.193394801,,,,-0.02,-0.04,1.01,-1.23,-2,-0.33,0.06,0.93,-19.39,3.73
29.354,0.011675482,0.002289856,-0.001085351,0.645009758,0.117900209,0.013565407,0.002604339,0.001816999,0.824835314,0.212538003,,,,-0.02,-0.03,1.01,-1.34,-1.88,-0.33,0.06,0.94,-19.39,3.69
29.37,0.011365357,0.002415718,-0.000880938,0.638586534,0.126436598,0.013484995,0.002844308,0.001798397,0.82424152,0.230593084,,,,-0.02,-0.03,1.02,-0.9,-1.87,-0.34,0.06,0.94,-19.75,3.58
29.386,0.011084397,0.002484678,-0.000690684,0.635000421,0.133573078,0.013458191,0.003089857,0.001741799,0.827352801,0.246967002,,,,-0.02,-0.02,1.01,-1.01,-1.33,-0.32,0.06,0.92,-18.92,3.9
29.402,0.010847753,0.002488539,-0.000526124,0.634201677,0.138908372,0.013483648,0.003337809,0.001651851,0.833943857,0.261234609,,,,-0.02,-0.03,1.01,-1.23,-1.78,-0.33,0.06,0.93,-19.51,3.61
29.418,0.010669603,0.002423821,-0.000400233,0.636073221,0.142189421,0.013560774,0.003585313,0.001531327,0.843785416,0.273139434,,,,-0.02,-0.02,1.01,-0.9,-1.11,-0.33,0.07,0.92,-19.27,4.63
29.434,0.010561851,0.002292506,-0.000326148,0.640433333,0.143342725,0.013688888,0.003829404,0.001380988,0.856615169,0.282577024,,,,-0.02,-0.04,1.01,-1.12,-1.99,-0.33,0.05,0.93,-19.39,3.36
29.45,0.010532688,0.002102072,-0.000315618,0.647021113,0.142482279,0.013865848,0.004066521,0.001200176,0.872085085,0.289559616,,,,-0.03,-0.02,1.02,-1.68,-1.31,-0.35,0.06,0.95,-20.34,3.78
29.466,0.010585299,0.001864796,-0.000377376,0.655473574,0.139890131,0.014086522,0.004292044,0.00098804,0.889703248,0.294165215,,,,-0.03,-0.03,1.02,-1.45,-1.54,-0.34,0.07,0.93,-19.75,4.21
29.482,0.010716979,0.001596427,-0.000515716,0.665307191,0.135971855,0.014341626,0.004499929,0.000745021,0.908791452,0.296479059,,,,-0.02,-0.03,1.01,-1.01,-1.89,-0.33,0.06,0.92,-19.16,3.52
29.498,0.010918918,0.00131439,-0.000729522,0.67591594,0.131194849,0.014617309,0.00468252,0.000474264,0.928475449,0.296538687,,,,-0.03,-0.03,1.01,-1.45,-1.88,-0.34,0.06,0.94,-19.75,3.69
29.514,0.011176774,0.00103578,-0.001011944,0.686592723,0.126021375,0.014895688,0.004830556,0.00018262,0.947715059,0.294294945,,,,-0.02,-0.04,1.02,-1.23,-1.98,-0.33,0.06,0.94,-19.39,3.46
29.53,0.011471981,0.000775423,-0.001350804,0.696574695,0.120849201,0.015156291,0.004933488,-0.000118978,0.965371967,0.289600319,,,,-0.02,-0.03,1.02,-1.23,-1.54,-0.33,0.05,0.94,-19.51,3.34
29.546,0.011783592,0.000544309,-0.001729696,0.705107738,0.115969454,0.015378164,0.004980139,-0.00041596,0.980306933,0.28223154,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.34,0.07,0.93,-19.75,4.2
29.562,0.012090399,0.00034862,-0.002129722,0.711521388,0.111545576,0.015542348,0.004959741,-0.00069138,0.991494412,0.271944971,,,,-0.02,-0.04,1.01,-1.01,-1.99,-0.33,0.06,0.93,-19.16,3.73
29.578,0.012372998,0.000189454,-0.002531597,0.715302851,0.107612471,0.015634331,0.004863209,-0.000927822,0.998139121,0.258553747,,,,-0.02,-0.03,1.01,-1.12,-1.56,-0.32,0.07,0.92,-18.92,4.11
29.594,0.01261556,6.33E-05,-0.00291781,0.716158201,0.104092681,0.015646095,0.004684467,-0.001109513,0.999776323,0.242009458,,,,-0.02,-0.03,1,-0.9,-1.79,-0.33,0.06,0.92,-19.27,3.87
29.61,0.012807121,-3.72E-05,-0.003274425,0.714050907,0.100825665,0.015577407,0.004421569,-0.001224171,0.996338012,0.222471068,,,,-0.02,-0.03,1.01,-1.34,-1.56,-0.34,0.06,0.93,-19.75,3.71
29.626,0.012942265,-0.000121156,-0.003592232,0.70921209,0.097605895,0.015436068,0.004077518,-0.001264239,0.988172513,0.200348747,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.32,0.06,0.93,-18.92,3.62
29.642,0.013021179,-0.000198595,-0.003867065,0.702121772,0.094225612,0.015237049,0.003660676,-0.001227345,0.976013151,0.176317029,,,,-0.02,-0.04,1.01,-1.23,-2.43,-0.33,0.06,0.94,-19.51,3.7
29.658,0.013049081,-0.000278189,-0.004099332,0.693464256,0.090519171,0.015000573,0.003184814,-0.001116119,0.960899172,0.15129722,,,,-0.02,-0.03,1.01,-1.12,-1.45,-0.33,0.06,0.93,-19.27,3.84
29.674,0.013035132,-0.00036594,-0.004292918,0.684062921,0.086406411,0.014749351,0.002668786,-0.000937554,0.944057967,0.126412178,,,,-0.02,-0.03,1.01,-1.34,-1.77,-0.34,0.06,0.93,-19.63,3.47
29.69,0.012990926,-0.00046391,-0.004453718,0.67480055,0.081930848,0.014505364,0.00213584,-0.000702133,0.926762962,0.102918306,,,,-0.02,-0.03,1.01,-0.9,-1.44,-0.33,0.06,0.92,-19.27,3.63
29.706,0.012928764,-0.000569458,-0.004588079,0.666531921,0.077285835,0.014286695,0.001612567,-0.000422825,0.910186187,0.082121249,,,,-0.02,-0.03,1.02,-1.34,-1.87,-0.35,0.06,0.94,-20.22,3.44
29.722,0.012859902,-0.000675105,-0.004701407,0.659996352,0.072821177,0.014104978,0.001127508,-0.00011403,0.895267033,0.065283134,,,,-0.03,-0.03,1.01,-1.45,-1.55,-0.34,0.06,0.94,-19.75,3.7
29.738,0.012793038,-0.000769103,-0.004797169,0.655739361,0.06902549,0.013963911,0.000709467,0.000209448,0.882617272,0.05352962,,,,-0.02,-0.03,1,-1.23,-1.68,-0.33,0.05,0.92,-19.27,3.39
29.754,0.012733234,-0.00083665,-0.004876349,0.654053328,0.06648434,0.013859136,0.000385652,0.00053331,0.872476359,0.047764496,,,,-0.02,-0.04,1.01,-1.34,-1.99,-0.34,0.06,0.93,-19.87,3.47
29.771,0.012681469,-0.000861604,-0.00493738,0.654945886,0.065818932,0.013779465,0.000179776,0.000844488,0.864721967,0.04859858,,,,-0.03,-0.04,1.01,-1.45,-1.99,-0.34,0.05,0.94,-19.87,3.21
29.786,0.012634861,-0.000828441,-0.004976484,0.658141316,0.067613365,0.01370922,0.000110266,0.001131669,0.858931837,0.056298144,,,,-0.02,-0.02,1.02,-1.34,-1.32,-0.33,0.07,0.94,-19.51,4.18
29.803,0.012587515,-0.000724192,-0.004988392,0.663115627,0.072339403,0.013631286,0.000188679,0.001385573,0.854485837,0.070755722,,,,-0.02,-0.04,1.01,-1.23,-2.11,-0.33,0.05,0.93,-19.39,3
29.819,0.012531862,-0.000540184,-0.004967425,0.66916082,0.080286844,0.013530338,0.000418395,0.001599006,0.850691145,0.09148372,,,,-0.02,-0.03,1,-1.01,-1.57,-0.32,0.06,0.92,-18.92,3.89
29.835,0.012460239,-0.000273384,-0.0049088,0.675469078,0.091506715,0.013395694,0.000793696,0.001766726,0.84690984,0.117630185,,,,-0.02,-0.04,1.01,-1.34,-1.99,-0.34,0.05,0.94,-19.99,3.32
29.851,0.012366434,7.28E-05,-0.004809984,0.681224779,0.105774406,0.01322335,0.001299355,0.001885268,0.842669619,0.14801619,,,,-0.02,-0.03,1.01,-1.23,-1.55,-0.34,0.06,0.93,-19.87,3.73
29.867,0.012246955,0.000488424,-0.00467182,0.685691931,0.122579715,0.013016944,0.001910902,0.001952804,0.837744418,0.18119429,,,,-0.02,-0.04,1.01,-1.01,-2.11,-0.33,0.06,0.94,-19.27,3.94
29.883,0.012101802,0.000957675,-0.00449925,0.688286201,0.141149531,0.01278762,0.002595691,0.001969043,0.832197714,0.21552701,,,,-0.02,-0.03,1.01,-1.12,-1.89,-0.34,0.05,0.94,-19.75,3.22
29.899,0.011934667,0.001460347,-0.004301491,0.688623053,0.160506207,0.012552844,0.003314809,0.00193512,0.82638392,0.249284211,,,,-0.02,-0.04,1.01,-1.01,-2.11,-0.33,0.05,0.93,-19.16,3.25
29.915,0.011752524,0.001973907,-0.00409158,0.686537008,0.179559724,0.012334309,0.004025828,0.001853449,0.820904157,0.280757785,,,,-0.02,-0.02,0.99,-1.23,-1.35,-0.32,0.06,0.92,-18.92,3.77
29.931,0.011564694,0.002475908,-0.003885222,0.68207204,0.19722431,0.012155074,0.004686226,0.001727627,0.816516247,0.30838924,,,,-0.03,-0.03,1.01,-1.45,-1.55,-0.34,0.07,0.93,-19.87,4.09
29.947,0.011381582,0.002946354,-0.003699005,0.675448741,0.212542493,0.012036223,0.005257148,0.001562441,0.814007396,0.330899332,,,,-0.02,-0.02,1.02,-1.23,-1.21,-0.35,0.06,0.95,-20.22,3.78
29.963,0.011213295,0.003369638,-0.003548224,0.667017844,0.224795563,0.011993523,0.005707025,0.001364011,0.814049381,0.347402562,,,,-0.03,-0.03,1.03,-1.57,-1.63,-0.35,0.07,0.94,-20.22,4.14
29.979,0.01106839,0.003735744,-0.003444734,0.657210265,0.233581915,0.012034658,0.006014533,0.001139921,0.817063657,0.357487726,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.33,0.07,0.92,-19.27,4.12
29.995,0.01095294,0.004040606,-0.003395317,0.646491084,0.238852312,0.012157588,0.006170466,0.000899228,0.823121977,0.36125016,,,,-0.02,-0.03,0.99,-0.9,-1.8,-0.33,0.05,0.92,-19.04,3.42
30.011,0.01087,0.004285655,-0.003400812,0.635321039,0.240900075,0.012350332,0.006178327,0.000652292,0.831898942,0.359269611,,,,-0.03,-0.03,1.02,-1.45,-1.76,-0.35,0.07,0.94,-20.34,4.03
30.027,0.010819544,0.004476702,-0.003456092,0.624126762,0.240310602,0.01259224,0.006053581,0.000410417,0.842684303,0.352536325,,,,-0.03,-0.02,1.03,-1.68,-1.09,-0.35,0.07,0.96,-20.7,3.98
30.043,0.010798849,0.004622339,-0.003550846,0.613281266,0.237877704,0.012856648,0.005821703,0.000185222,0.854458124,0.342334552,,,,-0.02,-0.03,1.01,-1.23,-1.67,-0.34,0.06,0.92,-19.75,3.88
30.059,0.01080328,0.004732047,-0.003671108,0.603096646,0.234495846,0.013114627,0.00551525,-1.24E-05,0.866025365,0.330097168,,,,-0.02,-0.03,1,-1.34,-1.79,-0.32,0.06,0.93,-18.92,3.62
30.075,0.010827317,0.004814267,-0.003801338,0.593828909,0.231040317,0.013339291,0.005170302,-0.000173566,0.876192808,0.317249005,,,,-0.02,-0.03,1.01,-1.23,-1.78,-0.32,0.05,0.93,-18.92,3.25
30.091,0.010865604,0.004874706,-0.003926722,0.585690756,0.228251205,0.013509918,0.004822728,-0.000293201,0.883956143,0.305059607,,,,-0.02,-0.03,1.01,-1.01,-1.67,-0.34,0.06,0.94,-19.75,3.58
30.107,0.010913796,0.004915202,-0.004035259,0.578865278,0.226639031,0.013615094,0.004504758,-0.000371204,0.888659371,0.294525726,,,,-0.03,-0.04,1.01,-1.45,-2.21,-0.33,0.06,0.93,-19.39,3.72
30.123,0.010969062,0.004933368,-0.004119262,0.573513999,0.226427775,0.013654346,0.004242233,-0.000413451,0.890095892,0.286298122,,,,-0.02,-0.03,1,-1.34,-1.79,-0.32,0.06,0.91,-18.68,3.67
30.139,0.011030214,0.004923154,-0.004176034,0.569775966,0.227544906,0.013638024,0.004052748,-0.000431843,0.88853463,0.280658117,,,,-0.02,-0.02,1.01,-1.23,-1.33,-0.34,0.06,0.93,-19.75,3.72
30.155,0.011097476,0.004876229,-0.004207605,0.567758416,0.229659401,0.013585533,0.003944767,-0.000443338,0.884669169,0.27754093,,,,-0.02,-0.03,1.01,-1.34,-1.89,-0.34,0.06,0.93,-19.75,3.83
30.171,0.011171943,0.004783937,-0.004219591,0.567522332,0.232260041,0.013522261,0.003917703,-0.00046794,0.879501741,0.276597599,,,,-0.03,-0.03,1.01,-1.57,-1.89,-0.34,0.05,0.94,-19.87,3.35
30.188,0.011254838,0.004639474,-0.004219393,0.569067559,0.234760091,0.013475734,0.003962907,-0.000525901,0.87418494,0.277284927,,,,-0.03,-0.03,1.02,-1.68,-1.42,-0.34,0.06,0.94,-19.99,3.81
30.204,0.011346685,0.004439928,-0.004214054,0.572321906,0.236611043,0.013471587,0.004065459,-0.000634639,0.869848591,0.278971713,,,,-0.01,-0.02,1,-0.78,-1.34,-0.32,0.06,0.92,-18.8,3.78
30.22,0.011446538,0.004187821,-0.004208171,0.577136535,0.237406527,0.013529853,0.004206559,-0.000805918,0.867436344,0.281048116,,,,-0.02,-0.02,1.01,-1.23,-1.32,-0.34,0.06,0.94,-19.63,3.7
30.236,0.011551359,0.003891888,-0.004202199,0.583287015,0.236958429,0.013661973,0.004366187,-0.001043734,0.867571063,0.283023835,,,,-0.03,-0.03,1.02,-1.45,-1.76,-0.35,0.07,0.94,-20.22,4.04
30.252,0.011655615,0.003566889,-0.004191472,0.590478812,0.235332676,0.013868892,0.004525655,-0.001343268,0.870465057,0.284601166,,,,-0.03,-0.03,1.03,-1.68,-1.64,-0.35,0.06,0.95,-20.58,3.64
30.268,0.011751238,0.003232465,-0.004166232,0.598358102,0.232840946,0.014140547,0.00466968,-0.001691091,0.875889287,0.285712075,,,,-0.02,-0.03,1,-1.12,-1.45,-0.32,0.06,0.91,-18.8,3.91
30.284,0.011828035,0.002911258,-0.00411279,0.606530632,0.229993149,0.014456854,0.004787722,-0.002066614,0.883209163,0.286513807,,,,-0.02,-0.04,1.01,-1.23,-2,-0.33,0.06,0.93,-19.39,3.59
30.3,0.011874633,0.002626586,-0.004015729,0.614590099,0.227421387,0.014790083,0.004874464,-0.002444515,0.891482213,0.287343808,,,,-0.03,-0.03,1.02,-1.68,-1.86,-0.35,0.07,0.94,-20.46,4.03
30.316,0.011879852,0.002400041,-0.003860805,0.622154454,0.225788707,0.015108218,0.004929487,-0.002797715,0.899601278,0.288640837,,,,-0.02,-0.02,1,-1.01,-1.34,-0.32,0.06,0.91,-18.68,3.91
30.332,0.011834339,0.002249254,-0.003638056,0.628905702,0.225695837,0.015378859,0.004956236,-0.003100462,0.906461005,0.290844637,,,,-0.02,-0.04,1.01,-1.23,-2,-0.34,0.05,0.94,-19.87,2.86
30.348,0.011732247,0.002186038,-0.00334459,0.63462688,0.22759694,0.015573171,0.004960557,-0.003331167,0.91112379,0.294291553,,,,-0.02,-0.03,1.01,-1.23,-1.55,-0.33,0.06,0.94,-19.51,3.82
30.364,0.011572655,0.002215059,-0.002986543,0.639228981,0.231733076,0.015669405,0.004949105,-0.00347474,0.912961237,0.299126091,,,,-0.02,-0.04,1.01,-1.12,-2,-0.32,0.06,0.92,-18.92,3.52
30.38,0.011360504,0.002333216,-0.002579838,0.642761461,0.238090124,0.015655488,0.004927945,-0.003524204,0.911749018,0.305246272,,,,-0.02,-0.03,1,-1.12,-1.45,-0.33,0.06,0.92,-19.16,3.63
